CpuId,"CpuName",Bus speed,BX806735120,BX806735122,BX806736128,BX806736130,BX806736134,BX806736138,BX806736140,BX806736142,BX806736148,BX806736152,BX806738160,BX806738164,BX806738170,BX806738176,BX806738180,BX806895320,BX806896330,BX806896336Y,BX806955218,BX806955218R,BX806955220,BX806956226R,BX806956230,BX806956230R,BX806956234,BX806956238,BX806956248,BX806956252,BX806958256,Cache latency,CD8067302577901,CD8067302578001,CD8067303133605,CD8067303192101,CD8067303314400,CD8067303314700,CD8067303317801,CD8067303319201,CD8067303327601,CD8067303327701,CD8067303328000,CD8067303330302,CD8067303330402,CD8067303330702,CD8067303368800,CD8067303405200,CD8067303405400,CD8067303405500,CD8067303405600,CD8067303405700,CD8067303405800,CD8067303405900,CD8067303406000,CD8067303406100,CD8067303406200,CD8067303406500,CD8067303406600,CD8067303408800,CD8067303408900,CD8067303409000,CD8067303535601,CD8067303535700,CD8067303535900,CD8067303536100,CD8067303567703,CD8067303592500,CD8067303592600,CD8067303592700,CD8067303592800,CD8067303592900,CD8067303593000,CD8067303593100,CD8067303593300,CD8067303593400,CD8067303593600,CD8067303593700,CD8067303593800,CD8067303593900,CD8067303657201,CD8067303657302,CD8067303680501,CD8067303694600,CD8067303843000,CD8067303927300,CD8067303927400,CD8068904570101,CD8068904570201,CD8068904571501,CD8068904571601,CD8068904571901,CD8068904572001,CD8068904572101,CD8068904572204,CD8068904572302,CD8068904572401,CD8068904572501,CD8068904572601,CD8068904582501,CD8068904582702,CD8068904582803,CD8068904599101,CD8068904642802,CD8068904656703,CD8068904657302,CD8068904657502,CD8068904657601,CD8068904657701,CD8068904658201,CD8068904658602,CD8068904658702,CD8068904658802,CD8068904658902,CD8068904659101,CD8068904659201,CD8068904665802,CD8068904686504,CD8068904722302,CD8068904722404,CD8069504184102,CD8069504184202,CD8069504184502,CD8069504184602,CD8069504193301,CD8069504193501,CD8069504193701,CD8069504194301,CD8069504194401,CD8069504194501,CD8069504194601,CD8069504194701,CD8069504195101,CD8069504195201,CD8069504195301,CD8069504195401,CD8069504195501,CD8069504198002,CD8069504198101,CD8069504200902,CD8069504201001,CD8069504201101,CD8069504201201,CD8069504201401,CD8069504214002,CD8069504214102,CD8069504214202,CD8069504214302,CD8069504214601,CD8069504228001,CD8069504228101,CD8069504228201,CD8069504283006,CD8069504283104,CD8069504283204,CD8069504283304,CD8069504283404,CD8069504283503,CD8069504283604,CD8069504283704,CD8069504284203,CD8069504284302,CD8069504284704,CD8069504284804,CD8069504285004,CD8069504285204,CD8069504289900,CD8069504295701,CD8069504384601,CD8069504425200,CD8069504425301,CD8069504425402,CD8069504446300,CD8069504448800,CD8069504449000,CD8069504449101,CD8069504449301,CD8069504449401,CD8069504497400,CD8070604480301,CD8070604480401,CD8070604480501,CD8070604480601,CD8070604481002,CD8070604481101,CD8070604481201,CD8070604481301,CD8070604481501,CD8070604481600,CD8070604481601,CD8070604559701,CD8070604559801,CD8070604559900,CD8070604560002,Clock multiplier,CM8067303824101,Core stepping,CPUIDs,Data width,Die,Family,Fan/heatsink,Floating Point Unit,Frequency,Instruction set,Introduction date,Level 1 cache size,Level 2 cache size,Level 3 cache size,Low power features,Low power frequency,Manufacturing process,Market segment,Maximum operating temperature,Maximum turbo frequency,Microarchitecture,Model number,Multiprocessing,Physical memory,PK8071305072001,PK8071305072301,PK8071305072401,PK8071305072501,PK8071305072601,PK8071305072902,PK8071305073001,PK8071305073101,PK8071305073201,PK8071305073301,PK8071305074601,PK8071305074701,PK8071305074801,PK8071305074901,PK8071305075001,PK8071305075101,PK8071305075201,PK8071305075701,PK8071305075901,PK8071305076101,PK8071305118701,PK8071305118801,PK8071305120102,PK8071305120301,PK8071305120401,PK8071305120500,PK8071305120600,PK8071305120701,PK8071305120802,PK8071305120901,PK8071305121001,PK8071305121101,PK8071305121202,PK8071305121300,PK8071305121400,PK8071305121501,PK8071305121701,PK8071305121801,PK8071305121901,PK8071305122001,PK8071305122201,PK8071305122301,Platform,Price at introduction,Processor core,Security Features,Size,Socket,The number of CPU cores,The number of threads,Thermal Design Power,Type,Weight,"SourceUrl"
Intel-Xeon%206226,"Intel Xeon Gold 6226 - CD8069504283404",10.4 GT/s Ultra Path Interconnect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4 (L1 cache) 14 (L2 cache),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,B1,,64 bit,,Intel Xeon Gold,,Integrated,2.7 GHz / 2700 MHz,x86,April 2. 2019,12 x 32 KB instruction caches 12 x 32 KB data caches,12 x 1 MB caches,19.25 MB cache,Enhanced SpeedStep technology,,0.014 micron,Server,86°C,3.7 GHz / 3700 MHz,Cascade Lake,6226,Up to 4 processors,1 TB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cascade Lake-SP,NX / XD / Execute disable bit    TXT / Trusted Execution technology,2.99" x 2.22" / 7.6cm x 5.65cm,Socket 3647 / P0 / LGA3647-0,12,24,125 Watt,CPU / Microprocessor,,"https://www.cpu-world.com/CPUs/Xeon/Intel-Xeon%206226.html"
Intel-Xeon%206226R,"Intel Xeon Gold 6226R - CD8069504449000 / BX806956226R",10.4 GT/s Ultra Path Interconnect,,,,,,,,,,,,,,,,,,,,,,+,,,,,,,,4 (L1 cache) 14 (L2 cache),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,29,,B1,,64 bit,,Intel Xeon Gold,,Integrated,2.9 GHz / 2900 MHz,x86,February 24. 2020,16 x 32 KB instruction caches 16 x 32 KB data caches,16 x 1 MB caches,22 MB cache,Enhanced SpeedStep technology,,0.014 micron,Server,85°C,3.9 GHz / 3900 MHz,Cascade Lake,6226R,Up to 2 processors,1 TB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$1300,Cascade Lake-SP,NX / XD / Execute disable bit    MPX / Memory Protection Extensions TXT / Trusted Execution technology,2.99" x 2.22" / 7.6cm x 5.65cm,Socket 3647 / P0 / LGA3647-0,16,32,150 Watt,CPU / Microprocessor,,"https://www.cpu-world.com/CPUs/Xeon/Intel-Xeon%206226R.html"
Intel-Xeon%206230,"Intel Xeon Gold 6230 - CD8069504193701 / BX806956230",10.4 GT/s Ultra Path Interconnect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4 (L1 cache) 14 (L2 cache),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,B0 B1,,64 bit,,Intel Xeon Gold,,Integrated,2.1 GHz / 2100 MHz,x86,April 2. 2019,20 x 32 KB instruction caches 20 x 32 KB data caches,20 x 1 MB caches,27.5 MB cache,Enhanced SpeedStep technology,,0.014 micron,Server,87°C,3.9 GHz / 3900 MHz,Cascade Lake,6230,Up to 4 processors,1 TB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$1894,Cascade Lake-SP,NX / XD / Execute disable bit    TXT / Trusted Execution technology,2.99" x 2.22" / 7.6cm x 5.65cm,Socket 3647 / P0 / LGA3647-0,20,40,125 Watt,CPU / Microprocessor,,"https://www.cpu-world.com/CPUs/Xeon/Intel-Xeon%206230.html"
Intel-Xeon%206230N,"Intel Xeon Gold 6230N - CD8069504283604",10.4 GT/s Ultra Path Interconnect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4 (L1 cache) 14 (L2 cache),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,B1,,64 bit,,Intel Xeon Gold,,Integrated,2.3 GHz / 2300 MHz,x86,April 2. 2019,20 x 32 KB instruction caches 20 x 32 KB data caches,20 x 1 MB caches,27.5 MB cache,Enhanced SpeedStep technology,,0.014 micron,Server,78°C,3.5 GHz / 3500 MHz,Cascade Lake,6230N,Up to 4 processors,1 TB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$2046,Cascade Lake-SP,NX / XD / Execute disable bit    TXT / Trusted Execution technology,2.99" x 2.22" / 7.6cm x 5.65cm,Socket 3647 / P0 / LGA3647-0,20,40,125 Watt,CPU / Microprocessor,,"https://www.cpu-world.com/CPUs/Xeon/Intel-Xeon%206230N.html"
Intel-Xeon%206230R,"Intel Xeon Gold 6230R - CD8069504448800 / BX806956230R",10.4 GT/s Ultra Path Interconnect,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,4 (L1 cache) 14 (L2 cache),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,21,,B1,,64 bit,,Intel Xeon Gold,,Integrated,2.1 GHz / 2100 MHz,x86,February 24. 2020,26 x 32 KB instruction caches 26 x 32 KB data caches,26 x 1 MB caches,35.75 MB cache,Enhanced SpeedStep technology,,0.014 micron,Server,85°C,4 GHz / 4000 MHz,Cascade Lake,6230R,Up to 2 processors,1 TB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$1894,Cascade Lake-SP,NX / XD / Execute disable bit    TXT / Trusted Execution technology,2.99" x 2.22" / 7.6cm x 5.65cm,Socket 3647 / P0 / LGA3647-0,26,52,150 Watt,CPU / Microprocessor,,"https://www.cpu-world.com/CPUs/Xeon/Intel-Xeon%206230R.html"
Intel-Xeon%206230T,"Intel Xeon Gold 6230T - CD8069504283704",10.4 GT/s Ultra Path Interconnect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4 (L1 cache) 14 (L2 cache),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,B1,,64 bit,,Intel Xeon Gold,,Integrated,2.1 GHz / 2100 MHz,x86,April 2. 2019,20 x 32 KB instruction caches 20 x 32 KB data caches,20 x 1 MB caches,27.5 MB cache,Enhanced SpeedStep technology,,0.014 micron,Server,92°C,3.9 GHz / 3900 MHz,Cascade Lake,6230T,Up to 4 processors,1 TB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cascade Lake-SP,NX / XD / Execute disable bit    TXT / Trusted Execution technology,2.99" x 2.22" / 7.6cm x 5.65cm,Socket 3647 / P0 / LGA3647-0,20,40,125 Watt,CPU / Microprocessor,,"https://www.cpu-world.com/CPUs/Xeon/Intel-Xeon%206230T.html"
Intel-Xeon%206234,"Intel Xeon Gold 6234 - CD8069504283304 / BX806956234",10.4 GT/s Ultra Path Interconnect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4 (L1 cache) 14 (L2 cache),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,,B1,,64 bit,,Intel Xeon Gold,,Integrated,3.3 GHz / 3300 MHz,x86,April 2. 2019,8 x 32 KB instruction caches 8 x 32 KB data caches,8 x 1 MB caches,24.75 MB cache,Enhanced SpeedStep technology,,0.014 micron,Server,79°C,4 GHz / 4000 MHz,Cascade Lake,6234,Up to 4 processors,1 TB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cascade Lake-SP,NX / XD / Execute disable bit    TXT / Trusted Execution technology,2.99" x 2.22" / 7.6cm x 5.65cm,Socket 3647 / P0 / LGA3647-0,8,16,130 Watt,CPU / Microprocessor,,"https://www.cpu-world.com/CPUs/Xeon/Intel-Xeon%206234.html"
Intel-Xeon%206238,"Intel Xeon Gold 6238 - CD8069504283104 / BX806956238",10.4 GT/s Ultra Path Interconnect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4 (L1 cache) 14 (L2 cache),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,B1,,64 bit,,Intel Xeon Gold,,Integrated,2.1 GHz / 2100 MHz,x86,April 2. 2019,22 x 32 KB instruction caches 22 x 32 KB data caches,22 x 1 MB caches,30.25 MB cache,Enhanced SpeedStep technology,,0.014 micron,Server,92°C,3.7 GHz / 3700 MHz,Cascade Lake,6238,Up to 4 processors,1 TB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cascade Lake-SP,NX / XD / Execute disable bit    TXT / Trusted Execution technology,2.99" x 2.22" / 7.6cm x 5.65cm,Socket 3647 / P0 / LGA3647-0,22,44,140 Watt,CPU / Microprocessor,,"https://www.cpu-world.com/CPUs/Xeon/Intel-Xeon%206238.html"
Intel-Xeon%206238L,"Intel Xeon Gold 6238L - CD8069504284704",10.4 GT/s Ultra Path Interconnect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4 (L1 cache) 14 (L2 cache),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,B1,,64 bit,,Intel Xeon Gold,,Integrated,2.1 GHz / 2100 MHz,x86,April 2. 2019,22 x 32 KB instruction caches 22 x 32 KB data caches,22 x 1 MB caches,30.25 MB cache,Enhanced SpeedStep technology,,0.014 micron,Server,92°C,3.7 GHz / 3700 MHz,Cascade Lake,6238L,Up to 4 processors,4.5 TB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$10510,Cascade Lake-SP,NX / XD / Execute disable bit    TXT / Trusted Execution technology,2.99" x 2.22" / 7.6cm x 5.65cm,Socket 3647 / P0 / LGA3647-0,22,44,140 Watt,CPU / Microprocessor,,"https://www.cpu-world.com/CPUs/Xeon/Intel-Xeon%206238L.html"
Intel-Xeon%206248,"Intel Xeon Gold 6248 - CD8069504194301 / BX806956248",10.4 GT/s Ultra Path Interconnect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4 (L1 cache) 14 (L2 cache),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,A0 B0 B1,,64 bit,,Intel Xeon Gold,,Integrated,2.5 GHz / 2500 MHz,x86,April 2. 2019,20 x 32 KB instruction caches 20 x 32 KB data caches,20 x 1 MB caches,27.5 MB cache,Enhanced SpeedStep technology,,0.014 micron,Server,86°C,3.9 GHz / 3900 MHz,Cascade Lake,6248,Up to 4 processors,1 TB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$3072,Cascade Lake-SP,NX / XD / Execute disable bit    TXT / Trusted Execution technology,2.99" x 2.22" / 7.6cm x 5.65cm,Socket 3647 / P0 / LGA3647-0,20,40,150 Watt,CPU / Microprocessor,,"https://www.cpu-world.com/CPUs/Xeon/Intel-Xeon%206248.html"
Intel-Xeon%206248R,"Intel Xeon Gold 6248R - CD8069504449401",10.4 GT/s Ultra Path Interconnect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4 (L1 cache) 14 (L2 cache),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,30,,B1,,64 bit,,Intel Xeon Gold,,Integrated,3 GHz / 3000 MHz,x86,February 24. 2020,24 x 32 KB instruction caches 24 x 32 KB data caches,24 x 1 MB caches,35.75 MB cache,Enhanced SpeedStep technology,,0.014 micron,Server,75°C,4 GHz / 4000 MHz,Cascade Lake,6248R,Up to 2 processors,1 TB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$2700,Cascade Lake-SP,NX / XD / Execute disable bit    TXT / Trusted Execution technology,2.99" x 2.22" / 7.6cm x 5.65cm,Socket 3647 / P0 / LGA3647-0,24,48,205 Watt,CPU / Microprocessor,,"https://www.cpu-world.com/CPUs/Xeon/Intel-Xeon%206248R.html"
Intel-Xeon%206250,"Intel Xeon Gold 6250 - CD8069504425402",10.4 GT/s Ultra Path Interconnect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4 (L1 cache) 14 (L2 cache),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,39,,B1,,64 bit,,Intel Xeon Gold,,Integrated,3.9 GHz / 3900 MHz,x86,February 24. 2020,8 x 32 KB instruction caches 8 x 32 KB data caches,8 x 1 MB caches,35.75 MB cache,Enhanced SpeedStep technology,,0.014 micron,Server,60°C,4.5 GHz / 4500 MHz,Cascade Lake,6250,Up to 4 processors,1 TB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$3400,Cascade Lake-SP,NX / XD / Execute disable bit    TXT / Trusted Execution technology,2.99" x 2.22" / 7.6cm x 5.65cm,Socket 3647 / P0 / LGA3647-0,8,16,185 Watt,CPU / Microprocessor,,"https://www.cpu-world.com/CPUs/Xeon/Intel-Xeon%206250.html"
Intel-Xeon%206250L,"Intel Xeon Gold 6250L - CD8069504497400",10.4 GT/s Ultra Path Interconnect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4 (L1 cache) 14 (L2 cache),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,39,,B1,,64 bit,,Intel Xeon Gold,,Integrated,3.9 GHz / 3900 MHz,x86,February 24. 2020,8 x 32 KB instruction caches 8 x 32 KB data caches,8 x 1 MB caches,35.75 MB cache,Enhanced SpeedStep technology,,0.014 micron,Server,60°C,4.5 GHz / 4500 MHz,Cascade Lake,6250L,Up to 4 processors,4.5 TB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$6404,Cascade Lake-SP,NX / XD / Execute disable bit    TXT / Trusted Execution technology,2.99" x 2.22" / 7.6cm x 5.65cm,Socket 3647 / P0 / LGA3647-0,8,16,185 Watt,CPU / Microprocessor,,"https://www.cpu-world.com/CPUs/Xeon/Intel-Xeon%206250L.html"
Intel-Xeon%206252,"Intel Xeon Gold 6252 - CD8069504194401 / BX806956252",10.4 GT/s Ultra Path Interconnect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4 (L1 cache) 14 (L2 cache),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,B0 B1,,64 bit,,Intel Xeon Gold,,Integrated,2.1 GHz / 2100 MHz,x86,April 2. 2019,24 x 32 KB instruction caches 24 x 32 KB data caches,24 x 1 MB caches,35.75 MB cache,Enhanced SpeedStep technology,,0.014 micron,Server,86°C,3.7 GHz / 3700 MHz,Cascade Lake,6252,Up to 4 processors,1 TB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$3655,Cascade Lake-SP,NX / XD / Execute disable bit    MPX / Memory Protection Extensions TXT / Trusted Execution technology,2.99" x 2.22" / 7.6cm x 5.65cm,Socket 3647 / P0 / LGA3647-0,24,48,150 Watt,CPU / Microprocessor,,"https://www.cpu-world.com/CPUs/Xeon/Intel-Xeon%206252.html"
Intel-Xeon%206252N,"Intel Xeon Gold 6252N - CD8069504283503",10.4 GT/s Ultra Path Interconnect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4 (L1 cache) 14 (L2 cache),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,B1,,64 bit,,Intel Xeon Gold,,Integrated,2.3 GHz / 2300 MHz,x86,April 2. 2019,24 x 32 KB instruction caches 24 x 32 KB data caches,24 x 1 MB caches,35.75 MB cache,Enhanced SpeedStep technology,,0.014 micron,Server,74°C,3.6 GHz / 3600 MHz,Cascade Lake,6252N,Up to 4 processors,1 TB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$3984,Cascade Lake-SP,NX / XD / Execute disable bit    TXT / Trusted Execution technology,2.99" x 2.22" / 7.6cm x 5.65cm,Socket 3647 / P0 / LGA3647-0,24,48,150 Watt,CPU / Microprocessor,,"https://www.cpu-world.com/CPUs/Xeon/Intel-Xeon%206252N.html"
Intel-Xeon%206253CL,"Intel Xeon Gold 6253CL",10.4 GT/s Ultra Path Interconnect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4 (L1 cache) 14 (L2 cache),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,,50657,64 bit,,Intel Xeon Gold,,Integrated,3.1 GHz / 3100 MHz,x86,,18 x 32 KB instruction caches 18 x 32 KB data caches,18 x 1 MB caches,24.75 MB cache,Enhanced SpeedStep technology,1200 MHz,0.014 micron,Server,,3.9 GHz / 3900 MHz,Cascade Lake,6253CL,Up to 4 processors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cascade Lake-SP,NX / XD / Execute disable bit,2.99" x 2.22" / 7.6cm x 5.65cm,Socket 3647 / P0 / LGA3647-0,18,36,205 Watt,CPU / Microprocessor,,"https://www.cpu-world.com/CPUs/Xeon/Intel-Xeon%206253CL.html"
Intel-Xeon%206254,"Intel Xeon Gold 6254 - CD8069504194501",10.4 GT/s Ultra Path Interconnect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4 (L1 cache) 14 (L2 cache),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,B0 B1,,64 bit,,Intel Xeon Gold,,Integrated,3.1 GHz / 3100 MHz,x86,April 2. 2019,18 x 32 KB instruction caches 18 x 32 KB data caches,18 x 1 MB caches,24.75 MB cache,Enhanced SpeedStep technology,,0.014 micron,Server,82°C,4 GHz / 4000 MHz,Cascade Lake,6254,Up to 4 processors,1 TB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$3803,Cascade Lake-SP,NX / XD / Execute disable bit    TXT / Trusted Execution technology,2.99" x 2.22" / 7.6cm x 5.65cm,Socket 3647 / P0 / LGA3647-0,18,36,200 Watt,CPU / Microprocessor,,"https://www.cpu-world.com/CPUs/Xeon/Intel-Xeon%206254.html"
Intel-Xeon%206256,"Intel Xeon Gold 6256 - CD8069504425301",10.4 GT/s Ultra Path Interconnect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4 (L1 cache) 14 (L2 cache),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,B1,,64 bit,,Intel Xeon Gold,,Integrated,3.6 GHz / 3600 MHz,x86,February 24. 2020,12 x 32 KB instruction caches 12 x 32 KB data caches,12 x 1 MB caches,33 MB cache,Enhanced SpeedStep technology,,0.014 micron,Server,64°C,4.5 GHz / 4500 MHz,Cascade Lake,6256,Up to 4 processors,1 TB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$3900,Cascade Lake-SP,NX / XD / Execute disable bit    TXT / Trusted Execution technology,2.99" x 2.22" / 7.6cm x 5.65cm,Socket 3647 / P0 / LGA3647-0,12,24,205 Watt,CPU / Microprocessor,,"https://www.cpu-world.com/CPUs/Xeon/Intel-Xeon%206256.html"
